account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC000372,Royal Hospital NHS Trust,372,NHS Trust,Public Sector,76 High Street,Manchester,Greater Manchester,M41 2JD,Prospect,52320173,250,2021-06-22
ACC000373,Roberts Jackson Group,373,Transport & Logistics,SMB,141 Technology Park,Birmingham,West Midlands,B12 8LW,Partner,25425114,1000,2023-08-04
ACC000374,Martin Roberts International,374,Legal Services,Enterprise,41 High Street,Reading,Berkshire,RG13 4LG,Customer,335277610,500,2023-10-12
ACC000375,Southampton City Council,375,Local Government,Public Sector,77 Church Road,Newcastle,Tyne and Wear,NE13 9BN,Prospect,319649393,500,2022-11-26
ACC000376,Johnson Brown Associates,376,Real Estate,Enterprise,110 Station Road,London,Greater London,EC38 8YX,Customer,7729590,50,2023-03-23
ACC000377,Wilson Jones Solutions,377,Hospitality,Enterprise,164 Park Lane,Edinburgh,Scotland,EH11 5SD,Partner,4423377,100,2024-07-23
ACC000378,Ward Networks Group,378,MSP,Partner,24 Business Park,Sheffield,South Yorkshire,S70 6NF,Partner,39881260,10,2022-09-14
ACC000379,Patel Telecom Partners,379,IT Reseller,Partner,68 Kings Road,Manchester,Greater Manchester,M60 5JH,Partner,10220097,10000,2024-08-31
ACC000380,Johnson Wilson PLC,380,Healthcare,Enterprise,139 Queens Road,Cardiff,Wales,CF97 9VH,Customer,6031382,10,2023-03-20
ACC000381,Jackson Clark Services,381,Healthcare,Enterprise,176 Enterprise Road,Southampton,Hampshire,SO61 8VH,Customer,3501858,10,2024-09-08
ACC000382,Davies Wood LLP,382,Construction,SMB,129 The Green,Manchester,Greater Manchester,M67 3VY,Prospect,204284622,5000,2021-10-07
ACC000383,College of Edinburgh,383,Education,Public Sector,55 Commerce Way,Edinburgh,Scotland,EH25 7EB,Customer,34070577,5000,2024-06-24
ACC000384,Martin Wright and Co,384,Financial Services,SMB,153 Park Lane,Glasgow,Scotland,G41 7CC,Partner,251998518,1000,2023-11-12
ACC000385,King IT Solutions Partners,385,MSP,Partner,118 Technology Park,Brighton,East Sussex,BN2 9ZW,Customer,4078534,25,2022-08-23
ACC000386,Leeds County Council,386,Local Government,Public Sector,38 The Green,Glasgow,Scotland,G76 2VD,Customer,246983286,500,2023-03-16
ACC000387,Green Lee Associates,387,Financial Services,Enterprise,68 Queens Road,Reading,Berkshire,RG84 8SV,Customer,50144001,5000,2024-07-08
ACC000388,Walker Edwards Services,388,Healthcare,SMB,159 The Green,Glasgow,Scotland,G88 1ZN,Partner,900429,50,2020-07-21
ACC000389,Harris Connect Ltd,389,MSP,Partner,191 Kings Road,Manchester,Greater Manchester,M35 6MA,Customer,160417816,2500,2021-12-05
ACC000390,Hall Edwards Holdings,390,Construction,SMB,59 Mill Lane,Leeds,West Yorkshire,LS39 5RL,Partner,8278787,50,2024-12-26
ACC000391,Coventry Council,391,Local Government,Public Sector,114 Church Road,Bristol,Avon,BS53 6ST,Partner,9690487,50,2024-10-04
ACC000392,Moore Roberts PLC,392,Healthcare,Enterprise,182 Market Street,Newcastle,Tyne and Wear,NE52 1ET,Prospect,4650787,50,2024-05-18
ACC000393,Wright Wright Ltd,393,Hospitality,SMB,9 Kings Road,Liverpool,Merseyside,L7 4MZ,Customer,404365032,10000,2024-03-15
ACC000394,Patel Hill UK,394,Professional Services,SMB,163 Technology Park,Belfast,Northern Ireland,BT16 4YA,Partner,1496723,5,2021-06-21
ACC000395,Morris Tech Partners,395,Telecommunications,Partner,122 The Green,Edinburgh,Scotland,EH71 3MM,Customer,75478861,5000,2024-09-13
ACC000396,Davies Green Ltd,396,Manufacturing,Enterprise,13 Mill Lane,Belfast,Northern Ireland,BT74 4GH,Prospect,2366851,100,2020-12-28
ACC000397,Edwards Turner UK,397,Technology,SMB,200 Commerce Way,London,Greater London,EC88 3AS,Customer,7513185,25,2022-01-19
ACC000398,Morgan Smith Solutions,398,Hospitality,SMB,156 Commerce Way,Sheffield,South Yorkshire,S40 5ZZ,Customer,374243684,2500,2024-03-27
ACC000399,Jackson Clarke Holdings,399,Central Government,Public Sector,56 Kings Road,Sheffield,South Yorkshire,S39 7YT,Partner,239669694,2500,2021-05-26
ACC000400,Smith Moore and Co,400,Financial Services,Enterprise,144 Business Park,Cardiff,Wales,CF77 5WK,Partner,4661139,25,2023-08-21
ACC000401,Ward Taylor Associates,401,Financial Services,Enterprise,164 Victoria Road,Sheffield,South Yorkshire,S36 5JX,Prospect,175820477,5000,2021-07-11
ACC000402,Johnson Clark Solutions,402,Hospitality,Enterprise,154 Queens Road,Manchester,Greater Manchester,M85 3LY,Customer,85729544,2500,2020-09-13
ACC000403,Morris Green Partners,403,Legal Services,Enterprise,104 Queens Road,Reading,Berkshire,RG95 4BV,Prospect,93638228,5000,2022-01-30
ACC000404,Thompson Lee and Co,404,Transport & Logistics,SMB,172 Victoria Road,Oxford,Oxfordshire,OX65 9KF,Partner,7987754,10,2021-01-28
ACC000405,Green Wilson Holdings,405,Hospitality,SMB,190 Park Lane,Glasgow,Scotland,G93 6UF,Partner,31426088,10,2022-12-03
ACC000406,Thompson Clarke Solutions,406,Financial Services,SMB,108 Commerce Way,Newcastle,Tyne and Wear,NE43 5MJ,Customer,263358171,10000,2021-09-03
ACC000407,Evans Ward Ltd,407,Charity,SMB,149 The Green,Milton Keynes,Buckinghamshire,MK10 9SG,Partner,69236385,2500,2024-06-04
ACC000408,Academy of Belfast,408,Education,Public Sector,77 Queens Road,Brighton,East Sussex,BN7 4EE,Prospect,34535417,2500,2024-04-04
ACC000409,Turner Baker Holdings,409,Transport & Logistics,SMB,81 Enterprise Road,Glasgow,Scotland,G92 8FC,Partner,5927024,50,2024-02-10
ACC000410,Walker Lewis and Co,410,Transport & Logistics,SMB,2 Kings Road,Manchester,Greater Manchester,M36 3GF,Partner,163223695,5000,2023-11-28
ACC000411,Davies Thomas International,411,Real Estate,Enterprise,163 Queens Road,Reading,Berkshire,RG52 7PS,Partner,88228671,2500,2021-08-28
ACC000412,Williams Lee Solutions,412,Legal Services,SMB,4 Technology Park,Cardiff,Wales,CF42 1TG,Partner,42120737,25,2021-10-18
ACC000413,White Thompson LLP,413,Legal Services,SMB,80 Mill Lane,Cardiff,Wales,CF14 5NT,Partner,86001885,2500,2022-04-19
ACC000414,Taylor Williams Partners,414,Retail,Enterprise,117 Innovation Drive,Newcastle,Tyne and Wear,NE67 6WT,Customer,8243162,10,2020-07-21
ACC000415,Thomas Harris Holdings,415,Central Government,Public Sector,193 Church Road,Cardiff,Wales,CF22 4NA,Customer,12025549,500,2023-09-04
ACC000416,Thomas Robinson LLP,416,Technology,Enterprise,151 Market Street,London,Greater London,EC22 1DM,Customer,447189949,5000,2021-06-28
ACC000417,Hughes Tech Group,417,IT Reseller,Partner,153 High Street,Manchester,Greater Manchester,M85 1DX,Prospect,3278618,10,2022-12-13
ACC000418,Evans Turner Holdings,418,Healthcare,Enterprise,32 Market Street,Belfast,Northern Ireland,BT33 3SZ,Customer,367115437,2500,2023-12-09
ACC000419,Smith Hall Services,419,Technology,SMB,170 Market Street,Leeds,West Yorkshire,LS35 3WW,Partner,327077305,2500,2021-12-22
ACC000420,Leeds Council,420,Local Government,Public Sector,30 Commerce Way,Newcastle,Tyne and Wear,NE14 4SG,Partner,9254089,10,2022-02-07
ACC000421,Clark Wright Associates,421,Manufacturing,Enterprise,76 Mill Lane,Reading,Berkshire,RG6 4US,Partner,35236176,25,2024-12-28
ACC000422,Harris White Ltd,422,Real Estate,SMB,172 Station Road,London,Greater London,EC15 8VY,Partner,88061871,250,2020-03-18
ACC000423,Davies Moore PLC,423,Retail,SMB,66 Business Park,Leeds,West Yorkshire,LS30 5RK,Partner,6807501,100,2021-03-21
ACC000424,Brown Wilson Group,424,Charity,SMB,75 Victoria Road,Manchester,Greater Manchester,M87 2LP,Customer,20031860,5000,2020-06-09
ACC000425,Williams Smith Group,425,Financial Services,Enterprise,85 Victoria Road,Edinburgh,Scotland,EH57 2WJ,Partner,43039443,100,2020-04-20
ACC000426,Harris Telecom Ltd,426,Telecommunications,Partner,103 Kings Road,Belfast,Northern Ireland,BT35 8NZ,Prospect,244238393,5000,2023-03-24
ACC000427,Edinburgh Council,427,Local Government,Public Sector,179 Innovation Drive,Glasgow,Scotland,G8 7FD,Customer,9296471,50,2021-06-21
ACC000428,Baker Cooper Group,428,Real Estate,SMB,98 Commerce Way,Coventry,West Midlands,CV46 3WA,Partner,3390000,100,2023-06-15
ACC000429,Morris Evans Services,429,Real Estate,SMB,12 Station Road,Cambridge,Cambridgeshire,CB34 1XL,Customer,40207006,5000,2022-05-17
ACC000430,Baker Baker Solutions,430,Recruitment,SMB,133 Market Street,Nottingham,Nottinghamshire,NG89 2ZW,Partner,446084578,2500,2023-06-30
ACC000431,White Ward Associates,431,Central Government,Public Sector,39 Enterprise Road,Belfast,Northern Ireland,BT72 1WB,Customer,176699072,1000,2024-11-14
ACC000432,Moore Ward Holdings,432,Retail,Enterprise,20 Commerce Way,Edinburgh,Scotland,EH63 6LH,Partner,14526392,250,2021-03-09
ACC000433,Brown Moore Solutions,433,Professional Services,SMB,165 Queens Road,Southampton,Hampshire,SO52 8HC,Partner,28344225,1000,2020-12-14
ACC000434,University Hospital NHS Trust,434,NHS Trust,Public Sector,115 Station Road,Milton Keynes,Buckinghamshire,MK64 2RL,Customer,360935555,10000,2022-01-07
ACC000435,Jones Wilson Services,435,Real Estate,Enterprise,10 Market Street,Reading,Berkshire,RG71 5AC,Partner,290379451,250,2021-01-16
ACC000436,King Robinson and Co,436,Insurance,Enterprise,88 Victoria Road,Cambridge,Cambridgeshire,CB7 6HR,Prospect,216204916,10000,2020-11-17
ACC000437,Patel Cooper PLC,437,Real Estate,SMB,195 Business Park,Leeds,West Yorkshire,LS29 6AL,Customer,6595644,5,2023-02-10
ACC000438,King Clark Associates,438,Professional Services,Enterprise,12 Technology Park,Leeds,West Yorkshire,LS22 7SE,Partner,3915608,50,2021-05-07
ACC000439,Hughes Wright Solutions,439,Financial Services,Enterprise,101 Church Road,Leeds,West Yorkshire,LS59 6GZ,Customer,2417095,25,2023-11-11
ACC000440,Turner Williams and Co,440,Financial Services,Enterprise,32 Commerce Way,Milton Keynes,Buckinghamshire,MK58 9RY,Customer,59428420,2500,2024-09-15
ACC000441,College of London,441,Education,Enterprise,189 High Street,Brighton,East Sussex,BN71 8PV,Customer,45311579,1000,2020-02-23
ACC000442,Walker Harrison Group,442,Insurance,Enterprise,27 Queens Road,Glasgow,Scotland,G85 6WW,Partner,24609620,10,2023-11-10
ACC000443,Jackson Turner International,443,Insurance,Enterprise,71 Queens Road,Liverpool,Merseyside,L44 3KR,Partner,11491517,25,2021-04-08
ACC000444,College of Coventry,444,Education,Enterprise,77 Enterprise Road,Brighton,East Sussex,BN90 9UL,Prospect,470536338,5000,2022-09-30
ACC000445,Wright Robinson International,445,Technology,SMB,176 Victoria Road,Newcastle,Tyne and Wear,NE87 3EZ,Partner,163527485,500,2022-12-02
ACC000446,Lee Lewis LLP,446,Insurance,Enterprise,195 Victoria Road,Leeds,West Yorkshire,LS72 7SV,Partner,415792079,10000,2020-04-10
ACC000447,Green Martin Ltd,447,Media & Entertainment,Enterprise,28 High Street,Brighton,East Sussex,BN49 1EB,Partner,498401991,250,2023-11-14
ACC000448,Edwards Roberts Partners,448,Hospitality,Enterprise,38 Enterprise Road,Sheffield,South Yorkshire,S8 4ZK,Partner,2370069,50,2022-04-26
ACC000449,Williams Clarke Holdings,449,Media & Entertainment,Enterprise,158 Enterprise Road,Leeds,West Yorkshire,LS87 9UH,Customer,2172728,5,2020-08-21
ACC000450,White Tech Group,450,IT Reseller,Partner,178 Business Park,Newcastle,Tyne and Wear,NE7 7NN,Prospect,157732349,5000,2020-03-30
ACC000451,King Brown Ltd,451,Construction,Enterprise,52 The Green,Sheffield,South Yorkshire,S57 6HX,Partner,49500325,100,2021-08-14
ACC000452,Morgan Wright LLP,452,Media & Entertainment,Enterprise,76 Kings Road,Bristol,Avon,BS23 3YC,Partner,196478,100,2024-12-12
ACC000453,Moore Evans Services,453,Hospitality,SMB,110 Park Lane,Manchester,Greater Manchester,M72 3JE,Customer,337734358,10000,2023-02-15
ACC000454,Smith Harris Holdings,454,Manufacturing,Enterprise,11 Mill Lane,Glasgow,Scotland,G42 5WB,Partner,40985802,50,2021-11-09
ACC000455,Baker King Associates,455,Real Estate,Enterprise,182 Victoria Road,Birmingham,West Midlands,B68 9HF,Partner,6142962,5,2020-07-09
ACC000456,Moore Roberts Services,456,Healthcare,Public Sector,138 Queens Road,Southampton,Hampshire,SO12 4MH,Partner,8688840,50,2021-11-05
ACC000457,Harris Patel Partners,457,Transport & Logistics,SMB,193 The Green,Bristol,Avon,BS68 1SU,Partner,4918203,50,2023-05-31
ACC000458,Academy of Cardiff,458,Education,Public Sector,62 Technology Park,Cambridge,Cambridgeshire,CB83 4WW,Prospect,8362853,10,2024-12-14
ACC000459,Lewis Jackson PLC,459,Healthcare,SMB,66 Market Street,Belfast,Northern Ireland,BT93 9KA,Prospect,227286645,250,2021-11-14
ACC000460,Moore Tech Partners,460,Telecommunications,Partner,12 Park Lane,Oxford,Oxfordshire,OX84 9GL,Customer,166213743,5000,2023-01-31
ACC000461,Wilson Roberts UK,461,Financial Services,SMB,2 Business Park,Southampton,Hampshire,SO9 4GY,Prospect,8060796,5,2023-08-15
ACC000462,Wilson Robinson UK,462,Central Government,Public Sector,166 Enterprise Road,Reading,Berkshire,RG10 1YE,Customer,161650634,2500,2023-02-11
ACC000463,Harris Williams PLC,463,Charity,SMB,14 Mill Lane,Birmingham,West Midlands,B33 4UC,Partner,457263158,500,2023-03-15
ACC000464,Turner Jackson Holdings,464,Manufacturing,Enterprise,111 Victoria Road,Belfast,Northern Ireland,BT3 2NY,Customer,271854067,500,2022-01-31
ACC000465,Smith Taylor LLP,465,Media & Entertainment,Enterprise,12 Innovation Drive,Milton Keynes,Buckinghamshire,MK10 2MT,Customer,7545293,100,2020-02-21
ACC000466,Hall Morgan PLC,466,Professional Services,Enterprise,196 Technology Park,Newcastle,Tyne and Wear,NE57 1NN,Partner,7093550,250,2023-10-17
ACC000467,Roberts Lee Solutions,467,Real Estate,SMB,192 Queens Road,Glasgow,Scotland,G70 3KX,Partner,33374257,2500,2022-08-14
ACC000468,Patel Smith UK,468,Construction,SMB,37 Station Road,Southampton,Hampshire,SO6 7AV,Customer,158849689,1000,2022-12-26
ACC000469,King Davies Partners,469,Media & Entertainment,Enterprise,192 Innovation Drive,Bristol,Avon,BS93 7MG,Partner,8724506,5,2021-02-27
ACC000470,Johnson Roberts Group,470,Insurance,Enterprise,158 Enterprise Road,Liverpool,Merseyside,L33 3GD,Customer,334243003,1000,2023-01-12
ACC000471,King Hill and Co,471,Healthcare,Enterprise,19 Park Lane,Southampton,Hampshire,SO86 2CJ,Prospect,3102836,100,2024-12-30
ACC000472,Harrison Morris Associates,472,Hospitality,Enterprise,33 Business Park,Cardiff,Wales,CF84 5HD,Partner,1417776,50,2023-03-08
ACC000473,Wright Lewis Holdings,473,Healthcare,Public Sector,85 The Green,Cambridge,Cambridgeshire,CB85 3KZ,Customer,48579995,2500,2022-01-14
ACC000474,Lewis Networks Ltd,474,Telecommunications,Partner,81 Church Road,London,Greater London,EC29 7ZX,Customer,8130449,50,2024-09-28
ACC000475,Patel Thomas and Co,475,Professional Services,SMB,123 Kings Road,Nottingham,Nottinghamshire,NG58 8MK,Customer,9430646,5,2024-06-10
ACC000476,Walker Morgan PLC,476,Financial Services,Enterprise,36 Technology Park,Sheffield,South Yorkshire,S69 2GJ,Customer,187919520,500,2024-07-24
ACC000477,Jones Moore and Co,477,Healthcare,Public Sector,149 The Green,London,Greater London,EC52 1VG,Customer,164132494,5000,2020-08-22
ACC000478,Lee Lee Holdings,478,Manufacturing,Enterprise,94 Queens Road,Glasgow,Scotland,G29 3VK,Partner,1924432,100,2024-04-28
ACC000479,Moore Moore PLC,479,Charity,SMB,94 Market Street,Belfast,Northern Ireland,BT2 3YH,Partner,30898598,250,2021-08-19
ACC000480,Thomas Cooper Group,480,Insurance,Enterprise,145 The Green,Edinburgh,Scotland,EH85 6ES,Customer,1597994,100,2020-01-17
ACC000481,Thompson Morris Solutions,481,Healthcare,SMB,68 Victoria Road,Birmingham,West Midlands,B30 4BY,Customer,469758217,250,2021-04-26
ACC000482,Patel Jackson Holdings,482,Recruitment,SMB,12 High Street,Cambridge,Cambridgeshire,CB84 9LD,Customer,259944650,500,2021-01-20
ACC000483,Hughes Harrison UK,483,Professional Services,SMB,45 Queens Road,Milton Keynes,Buckinghamshire,MK84 2NM,Customer,82307200,10000,2024-12-17
ACC000484,Hughes Jackson Solutions,484,Recruitment,SMB,104 Victoria Road,Brighton,East Sussex,BN45 1SS,Prospect,278490051,2500,2023-02-04
ACC000485,Thomas Cooper Group,485,Insurance,Enterprise,20 Market Street,Liverpool,Merseyside,L83 3JG,Partner,18569091,100,2023-01-23
ACC000486,Roberts Patel International,486,Hospitality,SMB,170 Church Road,Leeds,West Yorkshire,LS54 8LD,Customer,8931661,25,2022-08-10
ACC000487,Ward Robinson International,487,Real Estate,SMB,166 Enterprise Road,Edinburgh,Scotland,EH53 1AH,Partner,985405,25,2022-12-31
ACC000488,Academy of Milton Keynes,488,Education,Enterprise,35 Business Park,Edinburgh,Scotland,EH66 3BV,Partner,2870703,250,2024-03-14
ACC000489,Roberts Hughes Group,489,Healthcare,Enterprise,104 The Green,Brighton,East Sussex,BN73 5XA,Customer,439272615,10000,2023-07-02
ACC000490,Robinson Cooper International,490,Financial Services,SMB,124 Mill Lane,Oxford,Oxfordshire,OX29 3PW,Customer,4411001,5,2024-02-27
ACC000491,Moore Hughes Group,491,Hospitality,SMB,117 The Green,Nottingham,Nottinghamshire,NG76 7CH,Prospect,102071193,5000,2024-10-31
ACC000492,Thomas Communications Ltd,492,IT Reseller,Partner,134 Enterprise Road,Bristol,Avon,BS65 3YP,Prospect,394767793,10000,2020-12-08
ACC000493,Walker Ward International,493,Financial Services,Enterprise,10 Technology Park,Coventry,West Midlands,CV69 2TD,Prospect,166795246,2500,2024-03-08
ACC000494,Thomas Morgan UK,494,Real Estate,SMB,199 Business Park,London,Greater London,EC84 7PT,Partner,1296115,50,2024-06-20
ACC000495,Williams Connect Group,495,Telecommunications,Partner,59 Commerce Way,Reading,Berkshire,RG62 2NM,Customer,5719820,25,2021-06-30
ACC000496,Thomas Hughes Holdings,496,Central Government,Public Sector,22 Park Lane,Liverpool,Merseyside,L77 5UP,Partner,21523182,250,2020-01-22
ACC000497,Smith Smith International,497,Hospitality,Enterprise,31 Market Street,Brighton,East Sussex,BN1 4NX,Customer,140235694,500,2020-03-10
ACC000498,Turner Patel PLC,498,Construction,Enterprise,110 Business Park,Glasgow,Scotland,G75 9JJ,Customer,2279482,50,2023-09-06
ACC000499,Baker Patel International,499,Central Government,Public Sector,175 Queens Road,Sheffield,South Yorkshire,S97 9GP,Partner,19047786,100,2023-11-18
ACC000500,Walker Patel UK,500,Real Estate,SMB,124 Park Lane,Southampton,Hampshire,SO40 7VM,Customer,37243742,1000,2024-07-22
ACC000501,Academy of Leeds,501,Education,Enterprise,115 Commerce Way,Liverpool,Merseyside,L90 4FD,Partner,7335234,10,2023-06-11
ACC000502,Wood Harris UK,502,Insurance,Enterprise,179 Business Park,Coventry,West Midlands,CV91 7BF,Prospect,2597360,5,2020-03-18
ACC000503,Davies Johnson Holdings,503,Legal Services,SMB,112 Station Road,Coventry,West Midlands,CV9 6JH,Prospect,458145438,10000,2024-05-18
ACC000504,Morgan Williams LLP,504,Financial Services,SMB,103 The Green,Belfast,Northern Ireland,BT84 1TK,Partner,27384804,10,2023-07-18
ACC000505,Morris Cooper Ltd,505,Hospitality,SMB,169 Technology Park,Bristol,Avon,BS67 1KG,Customer,9402554,5,2022-02-25
ACC000506,Clark Thompson International,506,Insurance,Enterprise,173 High Street,Edinburgh,Scotland,EH47 1HX,Customer,80131300,250,2021-01-30
ACC000507,Davies Edwards Services,507,Retail,Enterprise,172 Queens Road,Cardiff,Wales,CF52 9VG,Customer,5792259,5,2021-11-22
ACC000508,Taylor Davies UK,508,Legal Services,SMB,186 Enterprise Road,Newcastle,Tyne and Wear,NE72 6VM,Partner,5334084,10,2024-02-15
ACC000509,Thompson Morgan Solutions,509,Professional Services,SMB,104 The Green,Cambridge,Cambridgeshire,CB1 7JF,Customer,92500237,500,2022-07-23
ACC000510,Wilson King PLC,510,Insurance,Enterprise,76 Victoria Road,Brighton,East Sussex,BN15 9TJ,Prospect,186109703,10000,2023-10-21
ACC000511,Cooper Jackson International,511,Manufacturing,Enterprise,198 Church Road,Oxford,Oxfordshire,OX97 8LR,Customer,1160687,5,2021-07-14
ACC000512,Ward Evans Partners,512,Legal Services,Enterprise,98 Business Park,Birmingham,West Midlands,B29 4YZ,Partner,110966910,1000,2020-02-02
ACC000513,Turner Clarke UK,513,Construction,Enterprise,3 Innovation Drive,Southampton,Hampshire,SO34 2HK,Customer,81819711,10000,2021-07-08
ACC000514,Harris Communications Group,514,MSP,Partner,122 Victoria Road,Edinburgh,Scotland,EH46 5GV,Partner,1576750,25,2021-12-13
ACC000515,Wright Morris LLP,515,Hospitality,SMB,61 Innovation Drive,Bristol,Avon,BS31 4JG,Customer,254224071,10000,2023-09-12
ACC000516,White Clarke Group,516,Hospitality,Enterprise,31 Technology Park,Leeds,West Yorkshire,LS11 8YY,Customer,34005852,10000,2022-01-15
ACC000517,Lee Williams Holdings,517,Legal Services,SMB,159 Victoria Road,Cardiff,Wales,CF64 8VJ,Customer,89850091,250,2022-09-20
ACC000518,Moore Edwards Services,518,Hospitality,SMB,193 The Green,Liverpool,Merseyside,L17 7BT,Customer,1947722,25,2021-04-11
ACC000519,Lee Williams UK,519,Real Estate,SMB,101 Enterprise Road,Cardiff,Wales,CF88 2FR,Customer,483077556,2500,2020-10-23
ACC000520,Hill Lewis LLP,520,Recruitment,SMB,4 Business Park,London,Greater London,EC27 2NV,Customer,113561146,1000,2020-09-17
ACC000521,Patel Hughes Group,521,Construction,Enterprise,68 Church Road,Southampton,Hampshire,SO35 6SW,Customer,480887194,1000,2023-05-21
ACC000522,Walker Networks Partners,522,Telecommunications,Partner,108 Innovation Drive,Bristol,Avon,BS97 7MM,Customer,8043827,50,2021-07-25
ACC000523,Cooper Walker International,523,Professional Services,SMB,148 Business Park,Glasgow,Scotland,G30 4DJ,Partner,185187,50,2020-03-31
ACC000524,Jackson Wright Group,524,Central Government,Public Sector,122 Commerce Way,Glasgow,Scotland,G2 8FP,Customer,49609420,5000,2024-03-22
ACC000525,Academy of Brighton,525,Education,Enterprise,185 Victoria Road,Southampton,Hampshire,SO63 9KJ,Customer,2814601,50,2024-10-23
ACC000526,Wood Wilson LLP,526,Healthcare,Enterprise,16 Church Road,Edinburgh,Scotland,EH33 2SX,Prospect,122878,5,2022-02-27
ACC000527,Kings Hospital NHS Trust,527,NHS Trust,Public Sector,67 Victoria Road,Nottingham,Nottinghamshire,NG47 5UU,Customer,176552176,2500,2024-02-15
ACC000528,Jones Turner PLC,528,Transport & Logistics,Enterprise,174 The Green,Cardiff,Wales,CF26 9VV,Customer,201727219,500,2023-08-20
ACC000529,Green Clarke Associates,529,Hospitality,SMB,125 Commerce Way,Brighton,East Sussex,BN95 7RC,Partner,472685097,10000,2021-03-05
ACC000530,Hill Johnson Group,530,Professional Services,Enterprise,108 Business Park,Nottingham,Nottinghamshire,NG79 2VN,Partner,30860764,100,2022-10-23
ACC000531,Roberts Harris Solutions,531,Financial Services,SMB,82 Business Park,Nottingham,Nottinghamshire,NG38 7ZJ,Customer,3260048,50,2020-06-27
ACC000532,Cooper Patel LLP,532,Professional Services,SMB,134 Kings Road,Milton Keynes,Buckinghamshire,MK53 1FF,Prospect,2624938,10,2022-12-02
ACC000533,Academy of Liverpool,533,Education,Enterprise,191 Innovation Drive,Sheffield,South Yorkshire,S96 3CG,Customer,3271911,5,2020-02-15
ACC000534,Wilson Communications Ltd,534,MSP,Partner,141 High Street,Oxford,Oxfordshire,OX4 2NT,Partner,37307112,100,2022-07-26
ACC000535,Hughes Johnson PLC,535,Financial Services,Enterprise,80 Church Road,Belfast,Northern Ireland,BT32 3KR,Customer,157676440,2500,2020-12-06
ACC000536,Academy of Edinburgh,536,Education,Enterprise,9 Business Park,London,Greater London,EC46 8LS,Customer,27093017,1000,2023-03-22
ACC000537,Edwards King Holdings,537,Media & Entertainment,Enterprise,179 Market Street,Glasgow,Scotland,G23 8VW,Customer,130374268,1000,2022-12-28
ACC000538,Clark Lee Partners,538,Central Government,Public Sector,124 Market Street,Cardiff,Wales,CF30 5CR,Partner,277413149,1000,2023-08-18
ACC000539,Turner IT Solutions Ltd,539,Telecommunications,Partner,3 High Street,Newcastle,Tyne and Wear,NE67 5EM,Customer,138575545,500,2020-10-12
ACC000540,Lee Smith LLP,540,Real Estate,SMB,194 Kings Road,Oxford,Oxfordshire,OX39 5AP,Customer,331498692,10000,2021-02-03
ACC000541,Smith King Associates,541,Technology,Enterprise,106 Technology Park,Bristol,Avon,BS72 4PN,Customer,8328643,25,2023-05-20
ACC000542,Jackson Jackson Solutions,542,Retail,Enterprise,21 Queens Road,Sheffield,South Yorkshire,S81 5HT,Customer,190177630,1000,2021-09-22
ACC000543,Lee Edwards Services,543,Professional Services,Enterprise,18 Mill Lane,Bristol,Avon,BS18 8KD,Customer,7210724,50,2020-10-12
ACC000544,County Hospital NHS Trust,544,NHS Trust,Public Sector,126 Church Road,Coventry,West Midlands,CV42 1AE,Partner,6435663,10,2022-04-18
ACC000545,Jones Walker PLC,545,Media & Entertainment,Enterprise,69 Mill Lane,Newcastle,Tyne and Wear,NE92 4RA,Partner,8330660,5,2024-08-12
ACC000546,Johnson Smith Holdings,546,Financial Services,SMB,88 Queens Road,Bristol,Avon,BS40 8SM,Partner,20644027,100,2020-09-11
ACC000547,Harris Davies Group,547,Healthcare,SMB,69 Commerce Way,Manchester,Greater Manchester,M51 8CU,Customer,6169317,100,2022-09-11
ACC000548,Wright Hughes Services,548,Hospitality,SMB,32 Commerce Way,London,Greater London,EC92 8HN,Customer,2832123,100,2020-04-29
ACC000549,Williams Wright Holdings,549,Manufacturing,SMB,134 Business Park,Leeds,West Yorkshire,LS27 5SN,Customer,23076807,2500,2021-08-20
ACC000550,Roberts Williams LLP,550,Construction,Enterprise,134 Station Road,Southampton,Hampshire,SO33 5SX,Partner,5512444,25,2024-08-20
ACC000551,Patel Brown and Co,551,Hospitality,Enterprise,29 Church Road,Bristol,Avon,BS82 1PL,Customer,205260470,2500,2022-04-23
ACC000552,Edwards Harrison PLC,552,Retail,Enterprise,63 High Street,Belfast,Northern Ireland,BT6 8VZ,Partner,9027083,100,2023-12-09
ACC000553,Patel Davies Solutions,553,Retail,SMB,128 Station Road,Edinburgh,Scotland,EH88 1WL,Partner,9829070,100,2024-12-27
ACC000554,Clarke Johnson LLP,554,Healthcare,Enterprise,28 Mill Lane,Southampton,Hampshire,SO63 9HL,Customer,374392504,500,2021-09-21
ACC000555,Cooper Wright Ltd,555,Transport & Logistics,Enterprise,92 Innovation Drive,Belfast,Northern Ireland,BT18 8JB,Customer,62707568,500,2020-03-08
ACC000556,Queen Elizabeth Hospital NHS Trust,556,NHS Trust,Public Sector,139 Innovation Drive,Newcastle,Tyne and Wear,NE63 3GV,Partner,6976246,10,2023-05-17
ACC000557,Clarke Lewis LLP,557,Media & Entertainment,Enterprise,71 Enterprise Road,Cambridge,Cambridgeshire,CB77 2UF,Customer,194087693,500,2024-10-17
